Id,Role,Gender,Age,Date of death,Age range,Num victims,Date,Day,Hr,Street Tipe,Street,Croos,Commune,Pos X,Pos Y,Victim,Accused,X coordinate,Y coordinate,Neighborhoods,Weekday
2019-0068,CONDUCTOR,MASCULINO,53,2019-08-14,41 -60,1,2019-08-14,14.0,17,AVENIDA,27 DE FEBRERO AV.,,Commune 8,-58.42493829,-34.66256502,MOTO,MOTO,103516.29283702,96305.80102228,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Wednesday
2019-0069,CONDUCTOR,MASCULINO,43,2019-08-17,41 -60,1,2019-08-17,17.0,5,AVENIDA,"GARAY, JUAN DE AV.",,Commune 4,-58.40489318,-34.62930162,MOTO,AUTO,105355.77079994,99994.9745713,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Saturday
2019-0070,CONDUCTOR,MASCULINO,25,2019-08-22,25 -40,1,2019-08-22,22.0,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",GORRITI,Commune 14,-58.4268668,-34.59217875,MOTO,BICICLETA,103342.29763549,104114.0786335,PALERMO,Thursday
2019-0071,PEATON,MASCULINO,0,2019-08-27,0 -24,1,2019-08-27,27.0,11,AVENIDA,PRIMERA JUNTA,OLIVERA AV.,Commune 9,-58.479611,-34.65620398,PEATON,CARGAS,98504.801607,97011.97752137,LINIERS - MATADEROS - PARQUE AVELLANEDA,Tuesday
2019-0072,CONDUCTOR,MASCULINO,22,2019-09-02,0 -24,1,2019-08-28,28.0,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",AZUL,Commune 10,-58.47439934,-34.63524207,AUTO,AUTO,98982.27543524,99337.43508034,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Wednesday
2019-0073,CONDUCTOR,MASCULINO,29,2019-09-06,25 -40,1,2019-08-29,29.0,1,AVENIDA,ALVAREZ THOMAS AV.,,Commune 15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,99649.53744486,105547.74929043,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Thursday
2019-0074,CONDUCTOR,MASCULINO,35,2019-08-29,25 -40,1,2019-08-29,29.0,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.","PAZ, GRAL. AV.",Commune 13,-58.46514781,-34.53465378,MOTO,CARGAS,99830.29053639,110496.05308488,BELGRANO - COLEGIALES - NUÃ‘EZ,Thursday
2019-0075,CONDUCTOR,MASCULINO,31,2019-08-30,25 -40,1,2019-08-30,30.0,23,CALLE,SAN ANTONIO,LUJAN,Commune 4,-58.37571078,-34.65584079,MOTO,PASAJEROS,108029.19662631,97048.95529785,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Friday
2019-0076,CONDUCTOR,FEMENINO,29,2019-09-05,25 -40,1,2019-09-05,5.0,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 4,-58.37157668,-34.65429986,MOTO,CARGAS,108408.31866027,97219.56223456,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Thursday
2019-0077,PEATON,FEMENINO,28,2019-09-08,25 -40,1,2019-09-08,8.0,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",TAGLE,Commune 14,-58.39811256,-34.58070186,PEATON,AUTO,105980.99138544,105385.93253091,PALERMO,Sunday
2019-0078,PEATON,FEMENINO,72,2019-09-15,61 -80,1,2019-09-12,12.0,8,AVENIDA,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV.",Commune 4,-58.41125934,-34.6541774,PEATON,CARGAS,104770.59856807,97235.72066953,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Thursday
2019-0079,CONDUCTOR,MASCULINO,57,2019-09-17,41 -60,1,2019-09-17,17.0,5,CALLE,AGRELO,COLOMBRES,Commune 5,-58.41822901,-34.61866836,MOTO,PASAJEROS,104133.42235616,101175.18161468,ALMAGRO - BOEDO,Tuesday
2019-0080,PEATON,MASCULINO,76,2019-09-17,61 -80,1,2019-09-17,17.0,18,GRAL PAZ,CABILDO AV.,"PAZ, GRAL. AV.",Commune 13,-58.47617802,-34.53825652,PEATON,MOTO,98817.74986778,110096.31367495,BELGRANO - COLEGIALES - NUÃ‘EZ,Tuesday
2019-0081,PEATON,MASCULINO,67,2019-10-07,61 -80,1,2019-09-23,23.0,16,AVENIDA,ELCANO AV.,,Commune 15,-58.46141281,-34.58623761,PEATON,PASAJEROS,100173.09831701,104773.73030321,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Monday
2019-0082,CICLISTA,MASCULINO,47,2019-09-25,41 -60,1,2019-09-25,25.0,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,Commune 8,-58.42985146,-34.6611974,BICICLETA,CARGAS,103065.99442998,96457.67469916,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Wednesday
2019-0083,CONDUCTOR,MASCULINO,73,2019-09-26,61 -80,1,2019-09-26,26.0,8,CALLE,MONTE,CORVALAN,Commune 9,-58.48457413,-34.6583909,AUTO,AUTO,98049.89254647,96769.28504384,LINIERS - MATADEROS - PARQUE AVELLANEDA,Thursday
2019-0084,CICLISTA,FEMENINO,40,2019-09-27,41 -60,1,2019-09-27,27.0,11,CALLE,TANDIL,LAFUENTE,Commune 7,-58.46572884,-34.63628186,BICICLETA,CARGAS,99777.28948169,99222.14556838,FLORES - PARQUE CHACABUCO,Friday
2019-0085,CICLISTA,MASCULINO,20,2019-10-09,0 -24,1,2019-10-09,9.0,22,CALLE,CARDOSO,BACACAY,Commune 10,-58.49261744,-34.6341913,BICICLETA,TREN,97311.79828581,99453.65686299,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Wednesday
2019-0086,CONDUCTOR,MASCULINO,29,2019-10-15,25 -40,1,2019-10-15,15.0,14,AVENIDA,CORRIENTES AV.,,Commune 15,-58.45283186,-34.5884156,MOTO,PASAJEROS,100960.33601283,104532.07598431,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Tuesday
2019-0087,CONDUCTOR,MASCULINO,41,2019-10-21,41 -60,1,2019-10-21,21.0,21,AVENIDA,ALVAREZ THOMAS AV.,MENDOZA,Commune 12,-58.47973681,-34.57418656,MOTO,MOTO,98491.7323615,106110.45743791,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Monday
2019-0088,PEATON,MASCULINO,27,2019-10-22,25 -40,1,2019-10-22,22.0,20,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",Commune 4,-58.40623949,-34.65076549,PEATON,PASAJEROS,105230.9831575,97613.97258373,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2019-0089,PEATON,FEMENINO,92,2019-10-23,80 -100,1,2019-10-23,23.0,15,AVENIDA,"BROWN, ALTE. AV.","BLANES, JUAN MANUEL",Commune 4,-58.36244648,-34.63107887,PEATON,CARGAS,109247.85081573,99794.76658137,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Wednesday
2019-0090,PEATON,MASCULINO,67,2019-10-26,61 -80,1,2019-10-24,24.0,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,Commune 9,-58.49962423,-34.64868027,PEATON,MOTO,96669.91669285,97846.12432372,LINIERS - MATADEROS - PARQUE AVELLANEDA,Thursday
2019-0091,PEATON,MASCULINO,35,2019-11-01,25 -40,1,2019-11-01,1.0,20,AVENIDA,"JUSTO, JUAN B. AV.",CAMARGO,Commune 15,-58.44551437,-34.59559816,PEATON,PASAJEROS,101631.528169,103735.20218464,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Friday
2019-0092,PEATON,MASCULINO,37,2019-11-03,25 -40,1,2019-11-03,3.0,10,CALLE,"BRIN, MINISTRO",SUAREZ,Commune 4,-58.35608181,-34.63420319,PEATON,PASAJEROS,109831.09861352,99447.57530396,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Sunday
2019-0093,CICLISTA,MASCULINO,16,2019-11-13,0 -24,1,2019-11-13,13.0,11,AVENIDA,NIZA,"JUSTO, JUAN B. AV.",Commune 11,-58.46483679,-34.60907662,BICICLETA,OTRO,99859.01807773,102240.12407554,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Wednesday
2019-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,0,2019-11-18,0 -24,1,2019-11-18,18.0,14,CALLE,CAMARGO,SERRANO,Commune 15,-58.44368628,-34.59724326,MOTO,OTRO,101799.19412891,103552.67600212,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Monday
2019-0095,CONDUCTOR,MASCULINO,0,2019-11-20,0 -24,1,2019-11-20,20.0,15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 1,-58.37864583,-34.62907067,MOTO,CARGAS,107762.62066755,100018.90176184,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Wednesday
2019-0096,PEATON,MASCULINO,73,2019-11-22,61 -80,1,2019-11-22,22.0,19,AVENIDA,CASEROS AV.,PIEDRAS,Commune 1,-58.37560352,-34.62726382,PEATON,PASAJEROS,108041.76772318,100219.10582069,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
2019-0097,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-11-25,0 -24,1,2019-11-25,25.0,8,AUTOPISTA,AUTOPISTA PERITO MORENO,,Commune 9,-58.47721439,-34.64815069,MOTO,MULTIPLE,98724.36593359,97905.39654686,LINIERS - MATADEROS - PARQUE AVELLANEDA,Monday
2019-0098,PASAJERO_ACOMPAÑANTE,FEMENINO,61,2019-11-29,61 -80,1,2019-11-25,25.0,14,AVENIDA,GUZMAN,,Commune 15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,101097.15913487,104373.72916577,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Monday
2019-0100,CONDUCTOR,MASCULINO,38,2019-12-18,25 -40,1,2019-12-05,5.0,17,AVENIDA,DE LOS CONSTITUYENTES AV.,,Commune 12,-58.49040794,-34.58368803,MOTO,AUTO,97512.85370485,105056.21473822,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Thursday
2019-0101,CONDUCTOR,MASCULINO,25,2019-12-17,25 -40,1,2019-12-17,17.0,4,AVENIDA,"MORENO, PERITO AV.",TILCARA AV.,Commune 4,-58.42102679,-34.64991178,MOTO,MOTO,103875.40694167,97709.33732832,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2019-0102,CONDUCTOR,MASCULINO,18,2019-12-18,0 -24,1,2019-12-17,17.0,14,CALLE,IBARROLA,"GORDILLO, TIMOTEO",Commune 9,-58.52219407,-34.64143926,MOTO,AUTO,94600.31582329,98648.40911008,LINIERS - MATADEROS - PARQUE AVELLANEDA,Tuesday
2019-0103,CONDUCTOR,MASCULINO,24,2019-12-18,25 -40,1,2019-12-18,18.0,,GRAL PAZ,"PAZ, GRAL. AV.",GRIVEO,Commune 11,-58.52169422,-34.5947164,MOTO,MOTO,94643.11254058,103831.57115061,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Wednesday
2019-0104,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-12-22,0 -24,1,2019-12-21,21.0,4,AVENIDA,RIVADAVIA AV.,PERGAMINO,Commune 10,-58.47460416,-34.63206174,MOTO,AUTO,98963.45381519,99690.2394164,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Saturday
2020-0001,PEATON,FEMENINO,87,2020-01-04,80 -100,1,2020-01-04,4.0,10,CALLE,URIARTE,LOYOLA,Commune 15,-58.43910409,-34.59213355,PEATON,AUTO,102219.66522967,104119.42339682,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Saturday
2020-0002,CONDUCTOR,MASCULINO,36,2020-01-07,25 -40,1,2020-01-05,5.0,20,AVENIDA,SARAZA,VARELA AV.,Commune 7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,101201.50959665,98092.52358781,FLORES - PARQUE CHACABUCO,Sunday
2020-0003,PEATON,MASCULINO,44,2020-01-11,41 -60,1,2020-01-11,11.0,6,AVENIDA,RIVADAVIA AV.,COMBATE DE LOS POZOS,Commune 3,-58.39337644,-34.60927582,PEATON,AUTO,106413.35913221,102215.84332055,BALVANERA - SAN CRISTOBAL,Saturday
2020-0004,PEATON,MASCULINO,82,2020-01-15,80 -100,1,2020-01-14,14.0,21,AVENIDA,RODRIGUEZ PEÑA,RIVADAVIA AV.,Commune 1,-58.39055614,-34.60919284,PEATON,PASAJEROS,106672.04348602,102224.86809233,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2020-0005,CONDUCTOR,MASCULINO,25,2020-02-10,25 -40,1,2020-01-14,14.0,6,AVENIDA,24 DE NOVIEMBRE,SAN JUAN AV.,Commune 3,-58.41036975,-34.62477021,MOTO,PASAJEROS,104853.84131654,100497.93573387,BALVANERA - SAN CRISTOBAL,Tuesday
2020-0006,CONDUCTOR,MASCULINO,23,2020-01-20,0 -24,1,2020-01-20,20.0,12,AVENIDA,LAFUENTE AV.,,Commune 8,-58.44925765,-34.65412546,MOTO,CARGAS,101287.27262066,97242.60480808,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Monday
2020-0007,PEATON,MASCULINO,52,2020-01-27,41 -60,1,2020-01-27,27.0,0,CALLE,CHILE,LIMA,Commune 1,-58.3815685,-34.61648696,PEATON,MOTO,107495.74012081,101415.07897373,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Monday
2020-0008,CONDUCTOR,MASCULINO,49,2020-01-30,41 -60,1,2020-01-30,30.0,7,AVENIDA,CORDOBA AV.,"JAURES, JEAN",Commune 2,-58.40662899,-34.59804521,MOTO,CARGAS,105198.52795163,103462.44828321,RECOLETA,Thursday
2020-0009,PEATON,MASCULINO,48,2020-02-05,41 -60,1,2020-02-04,4.0,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","SALGUERO, JERONIMO",Commune 5,-58.41985649,-34.6060085,PEATON,AUTO,103984.76403716,102579.64869142,ALMAGRO - BOEDO,Tuesday
2020-0010,CONDUCTOR,MASCULINO,0,2020-02-08,0 -24,1,2020-02-08,8.0,5,AVENIDA,9 DE JULIO AV.,SAN JUAN AV.,Commune 1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,107547.5229095,100786.86705692,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Saturday
2020-0011,CONDUCTOR,MASCULINO,31,2020-02-12,25 -40,1,2020-02-12,12.0,11,CALLE,COLOMBRES,,Commune 5,-58.41803309,-34.61823178,MOTO,CARGAS,104151.41161599,101223.60584703,ALMAGRO - BOEDO,Wednesday
2020-0012,PEATON,FEMENINO,66,2020-02-18,61 -80,1,2020-02-18,18.0,21,CALLE,MEXICO,,Commune 3,-58.40604003,-34.61783553,PEATON,MOTO,105251.32172099,101267.0101019,BALVANERA - SAN CRISTOBAL,Tuesday
2020-0013,PEATON,FEMENINO,58,2020-03-03,41 -60,1,2020-02-20,20.0,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,Commune 15,-58.47549929,-34.57994061,PEATON,MOTO,98880.64164625,105472.20084776,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Thursday
2020-0014,CONDUCTOR,MASCULINO,0,2020-02-27,0 -24,1,2020-02-27,27.0,2,CALLE,BERMUDEZ,NOGOYA,Commune 11,-58.51398484,-34.61600366,MOTO,PASAJEROS,95351.54075716,101470.48982187,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Thursday
2020-0015,CONDUCTOR,MASCULINO,29,2020-02-28,25 -40,1,2020-02-28,28.0,14,AVENIDA,BRASIL AV.,PASEO COLON AV.,Commune 1,-58.36797542,-34.62519403,MOTO,PASAJEROS,108741.4823867,100448.08502809,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
2020-0016,PEATON,MASCULINO,68,2020-03-09,61 -80,1,2020-02-29,29.0,13,AVENIDA,"ALEM, LEANDRO N. AV.",,Commune 1,-58.37133616,-34.59879316,PEATON,PASAJEROS,108435.94625268,103377.11105009,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Saturday
2020-0017,PEATON,MASCULINO,0,2020-03-05,0 -24,1,2020-03-05,5.0,23,AVENIDA,BELGRANO AV.,RINCON,Commune 3,-58.39613805,-34.61413568,PEATON,AUTO,106159.7089575,101676.89316862,BALVANERA - SAN CRISTOBAL,Thursday
2020-0018,CONDUCTOR,MASCULINO,31,2020-03-09,25 -40,1,2020-03-09,9.0,14,AVENIDA,"UDAONDO, GUILLERMO AV.",,Commune 13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,101309.75947342,109680.73260642,BELGRANO - COLEGIALES - NUÃ‘EZ,Monday
2020-0019,PEATON,FEMENINO,80,2020-03-10,80 -100,1,2020-03-10,10.0,21,CALLE,CONSTITUCION,CASTRO,Commune 5,-58.41972364,-34.6284667,PEATON,AUTO,103995.88773205,100088.27591278,ALMAGRO - BOEDO,Tuesday
2020-0020,PEATON,FEMENINO,74,2020-03-17,61 -80,1,2020-03-13,13.0,17,AVENIDA,PUEYRREDON AV.,"GOMEZ, VALENTIN",Commune 3,-58.40571596,-34.60557123,PEATON,MOTO,105281.81064188,102627.51469425,BALVANERA - SAN CRISTOBAL,Friday
2020-0021,PEATON,FEMENINO,87,2020-03-14,80 -100,1,2020-03-14,14.0,16,CALLE,"BRAVO, MARIO",,Commune 2,-58.4145159,-34.59488319,PEATON,AUTO,104475.21054309,103813.59469342,RECOLETA,Saturday
2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07,41 -60,1,2020-04-07,7.0,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,Commune 9,-58.47297505,-34.66245085,AUTO,CARGAS,99113.17852207,96319.0672852,LINIERS - MATADEROS - PARQUE AVELLANEDA,Tuesday
2020-0023,CONDUCTOR,MASCULINO,44,2020-05-03,41 -60,1,2020-04-09,9.0,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.",Commune 4,-58.35791192,-34.63695178,AUTO,CARGAS,109662.97469484,99142.83907419,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Thursday
2020-0024,CONDUCTOR,MASCULINO,53,2020-04-24,41 -60,1,2020-04-24,24.0,7,CALLE,MURGUIONDO,,Commune 9,-58.50801713,-34.65177305,AUTO,AUTO,95900.63845367,97502.7151477,LINIERS - MATADEROS - PARQUE AVELLANEDA,Friday
2020-0025,PEATON,MASCULINO,0,2020-05-12,0 -24,1,2020-05-12,12.0,5,AVENIDA,RIVADAVIA AV.,,Commune 3,-58.40258477,-34.60975108,PEATON,AUTO,105568.73999229,102163.66359236,BALVANERA - SAN CRISTOBAL,Tuesday
2020-0026,CONDUCTOR,MASCULINO,28,2020-05-17,25 -40,0,,,,,,,,,,,,,,,
2020-0027,PEATON,MASCULINO,76,2020-05-18,61 -80,1,2020-05-18,18.0,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,Commune 8,-58.48267426,-34.68454456,PEATON,CARGAS,98224.62123059,93867.977388,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Monday
2020-0028,PEATON,MASCULINO,91,2020-05-23,80 -100,1,2020-05-19,19.0,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,Commune 15,-58.44248936,-34.60221948,PEATON,PASAJEROS,101908.88028543,103000.62674037,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Tuesday
2020-0029,PEATON,MASCULINO,80,2020-06-12,80 -100,1,2020-06-10,10.0,14,GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.",Commune 9,-58.52909134,-34.63886726,PEATON,PASAJEROS,93967.75484753,98933.33634522,LINIERS - MATADEROS - PARQUE AVELLANEDA,Wednesday
2020-0030,CONDUCTOR,MASCULINO,40,2020-06-16,41 -60,1,2020-06-16,16.0,15,AVENIDA,SAN MARTIN AV.,,Commune 6,-58.45158942,-34.6064658,MOTO,MULTIPLE,101074.10089886,102529.69706887,CABALLITO,Tuesday
2020-0031,CONDUCTOR,MASCULINO,29,2020-06-30,25 -40,1,2020-06-30,30.0,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,Commune 9,-58.49344309,-34.65788529,MOTO,CARGAS,97236.89442427,96825.16279174,LINIERS - MATADEROS - PARQUE AVELLANEDA,Tuesday
2020-0032,CONDUCTOR,MASCULINO,21,2020-07-10,0 -24,1,2020-07-10,10.0,23,AVENIDA,CORRIENTES AV.,SERRANO,Commune 15,-58.44259166,-34.59635137,MOTO,AUTO,101899.62680853,103651.59621952,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Friday
2020-0033,CONDUCTOR,MASCULINO,32,2020-07-19,25 -40,1,2020-07-19,19.0,6,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,Commune 13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,99620.34936816,110483.29286598,BELGRANO - COLEGIALES - NUÃ‘EZ,Sunday
2020-0034,PEATON,FEMENINO,0,2020-08-02,0 -24,1,2020-08-02,2.0,3,CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.",Commune 3,-58.41178158,-34.60922259,PEATON,AUTO,104725.24275395,102222.75498861,BALVANERA - SAN CRISTOBAL,Sunday
2020-0035,CONDUCTOR,MASCULINO,40,2020-08-04,41 -60,1,2020-08-04,4.0,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,,Commune 7,-58.45068621,-34.63638927,MOTO,PASAJEROS,101156.55025059,99210.16912341,FLORES - PARQUE CHACABUCO,Tuesday
2020-0036,PEATON,MASCULINO,72,2020-08-22,61 -80,1,2020-08-07,7.0,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,Commune 14,-58.42016954,-34.5877879,PEATON,MOTO,103956.90165674,104600.93056775,PALERMO,Friday
2020-0037,PEATON,MASCULINO,38,2020-08-29,25 -40,1,2020-08-29,29.0,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,Commune 8,-58.43850413,-34.65554754,PEATON,AUTO,102273.01728657,97084.66236498,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Saturday
2020-0038,CONDUCTOR,MASCULINO,46,2020-08-30,41 -60,2,2020-08-30,30.0,4,AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.",Commune 14,-58.40617526,-34.58345898,AUTO,AUTO,105241.05562982,105080.52102657,PALERMO,Sunday
2020-0038,CONDUCTOR,MASCULINO,64,2020-08-30,61 -80,2,2020-08-30,30.0,4,AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.",Commune 14,-58.40617526,-34.58345898,AUTO,AUTO,105241.05562982,105080.52102657,PALERMO,Sunday
2020-0039,PEATON,MASCULINO,44,2020-09-01,41 -60,0,,,,,,,,,,,,,,,
2020-0040,CONDUCTOR,MASCULINO,0,2020-09-12,0 -24,1,2020-09-12,12.0,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),Commune 2,-58.38526125,-34.5780581,AUTO,OBJETO FIJO,107160.34141948,105678.38284277,RECOLETA,Saturday
2020-0041,CONDUCTOR,MASCULINO,34,2020-09-28,25 -40,1,2020-09-28,28.0,1,AVENIDA,CURAPALIGUE,"PERON, EVA AV.",Commune 7,-58.4475047,-34.63491705,MOTO,PASAJEROS,101448.28844783,99373.44893645,FLORES - PARQUE CHACABUCO,Monday
2020-0042,PEATON,FEMENINO,53,2020-09-29,41 -60,1,2020-09-29,29.0,17,AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,Commune 8,-58.46745752,-34.68192648,PEATON,PASAJEROS,99619.02595373,94158.58480023,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Tuesday
2020-0043,PEATON,MASCULINO,64,2020-09-30,61 -80,1,2020-09-30,30.0,17,AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,Commune 1,-58.37202621,-34.59717942,PEATON,PASAJEROS,108372.80843298,103556.18483992,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Wednesday
2020-0044,CONDUCTOR,MASCULINO,43,2020-10-05,41 -60,1,2020-10-05,5.0,0,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,Commune 6,-58.42779702,-34.62207347,AUTO,AUTO,103255.8131565,100797.78656418,CABALLITO,Monday
2020-0045,CONDUCTOR,MASCULINO,50,2020-10-19,41 -60,1,2020-10-19,19.0,3,GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,Commune 8,-58.46244952,-34.70524971,AUTO,CARGAS,100077.95205948,91571.23307293,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Monday
2020-0046,CONDUCTOR,MASCULINO,41,2020-10-27,41 -60,1,2020-10-27,27.0,21,AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.",Commune 11,-58.4844016,-34.60776782,MOTO,MOTO,98064.49909649,102385.10228515,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Tuesday
2020-0047,PEATON,MASCULINO,15,2020-10-27,0 -24,1,2020-10-27,27.0,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,Commune 9,-58.46668375,-34.65174801,PEATON,CARGAS,99689.80114953,97506.41939342,LINIERS - MATADEROS - PARQUE AVELLANEDA,Tuesday
2020-0048,CONDUCTOR,MASCULINO,41,2020-10-29,41 -60,1,2020-10-29,29.0,20,AVENIDA,DORREGO AV.,,Commune 15,-58.4495878,-34.59322448,MOTO,OBJETO FIJO,101257.8868024,103998.57805569,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Thursday
2020-0049,PEATON,MASCULINO,36,2020-10-30,25 -40,1,2020-10-30,30.0,20,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.",Commune 1,-58.37533517,-34.59276462,PEATON,AUTO,108069.68986814,104046.20018024,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
